date,industry,opw,gva,workers
1997 Q1,WE,80.2004,64.5075,80.4329
1997 Q2,WE,80.4383,65.0251,80.8384
1997 Q3,WE,80.7602,65.4281,81.0153
1997 Q4,WE,81.4179,66.1198,81.2104
1998 Q1,WE,81.7789,66.5152,81.3354
1998 Q2,WE,82.3548,67.0765,81.4482
1998 Q3,WE,82.5519,67.5391,81.8141
1998 Q4,WE,82.9087,68.1369,82.183
1999 Q1,WE,83.1768,68.5626,82.43
1999 Q2,WE,83.1354,68.678,82.6099
1999 Q3,WE,84.0875,69.7799,82.9849
1999 Q4,WE,84.9428,70.759,83.302
2000 Q1,WE,85.737,71.5252,83.4239
2000 Q2,WE,86.1744,72.1685,83.7471
2000 Q3,WE,86.4655,72.6417,84.0123
2000 Q4,WE,86.8772,72.9717,83.9941
2001 Q1,WE,87.2937,73.5184,84.2197
2001 Q2,WE,87.3488,73.7886,84.4758
2001 Q3,WE,87.6166,74.0362,84.5002
2001 Q4,WE,87.3445,74.0406,84.7685
2002 Q1,WE,87.6215,74.2594,84.7502
2002 Q2,WE,87.6941,74.6845,85.1648
2002 Q3,WE,88.2314,75.1475,85.1709
2002 Q4,WE,88.4734,75.8256,85.7045
2003 Q1,WE,89.2095,76.4266,85.6709
2003 Q2,WE,89.4878,77.0116,86.0582
2003 Q3,WE,90.183,77.6923,86.1496
2003 Q4,WE,90.5681,78.1567,86.296
2004 Q1,WE,90.3602,78.4042,86.7686
2004 Q2,WE,90.9248,78.9246,86.8021
2004 Q3,WE,91.0878,79.1994,86.9484
2004 Q4,WE,90.9056,79.4706,87.421
2005 Q1,WE,91.2602,80.1033,87.7747
2005 Q2,WE,92.1338,80.9066,87.8143
2005 Q3,WE,92.5565,81.6334,88.1985
2005 Q4,WE,93.7709,82.5673,88.0521
2006 Q1,WE,93.4585,82.7709,88.5644
2006 Q2,WE,93.6536,83.1093,88.7412
2006 Q3,WE,93.5168,83.2075,88.976
2006 Q4,WE,93.7856,83.5352,89.0705
2007 Q1,WE,94.9413,84.5068,89.0095
2007 Q2,WE,95.0727,84.9947,89.3997
2007 Q3,WE,95.3901,85.5635,89.6985
2007 Q4,WE,95.5112,86.1264,90.1742
2008 Q1,WE,95.822,86.7222,90.5034
2008 Q2,WE,95.4179,86.467,90.6193
2008 Q3,WE,94.3151,85.0593,90.1864
2008 Q4,WE,92.2804,83.0781,90.0278
2009 Q1,WE,91.0663,81.5352,89.5339
2009 Q2,WE,91.572,81.209,88.6833
2009 Q3,WE,91.8846,81.4358,88.6284
2009 Q4,WE,92.1644,81.7766,88.729
2010 Q1,WE,93.3361,82.5629,88.4576
2010 Q2,WE,93.8846,83.5604,89.0034
2010 Q3,WE,93.8708,84.1006,89.5918
2010 Q4,WE,94.1643,84.1884,89.4058
2011 Q1,WE,93.8841,84.2728,89.7626
2011 Q2,WE,93.9715,84.3684,89.7809
2011 Q3,WE,94.8832,84.7068,89.2747
2011 Q4,WE,94.8697,84.8711,89.4607
2012 Q1,WE,95.3276,85.6063,89.8022
2012 Q2,WE,94.5485,85.5207,90.4516
2012 Q3,WE,95.3356,86.5,90.7321
2012 Q4,WE,94.6562,86.3136,91.1864
2013 Q1,WE,95.2563,86.6604,90.976
2013 Q2,WE,95.4196,87.097,91.2779
2013 Q3,WE,95.6791,87.8239,91.7901
2013 Q4,WE,95.6076,88.2947,92.3511
2014 Q1,WE,95.6825,89.0698,93.0889
2014 Q2,WE,96.1767,90.0371,93.6164
2014 Q3,WE,96.5514,90.7647,94.0066
2014 Q4,WE,96.8187,91.3436,94.3451
2015 Q1,WE,96.3936,91.5656,94.9914
2015 Q2,WE,97.1239,92.1232,94.8512
2015 Q3,WE,96.6962,92.3749,95.5311
2015 Q4,WE,96.7518,93.0387,96.1622
2016 Q1,WE,97.0259,93.3969,96.2598
2016 Q2,WE,97.2668,94.1478,96.7933
2016 Q3,WE,97.645,94.7014,96.9854
2016 Q4,WE,98.1098,95.2569,97.0921
2017 Q1,WE,98.4739,95.9137,97.4001
2017 Q2,WE,98.6485,96.4416,97.7629
2017 Q3,WE,99.2796,97.0526,97.7568
2017 Q4,WE,99.5238,97.5673,98.0342
2018 Q1,WE,98.9373,97.5625,98.6105
2018 Q2,WE,99.3117,98.0619,98.7416
2018 Q3,WE,99.7691,98.6505,98.8788
2018 Q4,WE,99.5614,98.949,99.3849
2019 Q1,WE,99.8487,99.539,99.6898
2019 Q2,WE,99.5858,99.623,100.0373
2019 Q3,WE,100.561,100.4207,99.8605
2019 Q4,WE,100.0049,100.4173,100.4124
2020 Q1,WE,97.4614,98.0119,100.5648
2020 Q2,WE,78.0362,77.4681,99.2721
2020 Q3,WE,91.7865,90.4831,98.58
2020 Q4,WE,93.5811,91.7558,98.0495
2021 Q1,WE,92.4474,90.6611,98.0678
2021 Q2,WE,97.7428,96.2654,98.4885
2021 Q3,WE,98.5415,97.9203,99.3696
2021 Q4,WE,100.1172,99.4098,99.2934
2022 Q1,WE,100.4718,99.961,99.4916
2022 Q2,WE,100.2792,100.2585,99.9794
2022 Q3,WE,100.3469,100.1641,99.8178
2022 Q4,WE,100.2598,100.3033,100.0434
